City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
Gillette,44.29,-105.5,64.02,24,40,18.34,US,1602624330
Ionia,42.99,-85.07,64.87,25,1,16.11,US,1602624214
Wattegama,6.8,81.48,77.0,100,40,6.93,LK,1602624331
Eston,51.15,-108.75,48.07,34,90,13.87,CA,1602624331
Upernavik,72.79,-56.15,24.24,91,42,6.67,GL,1602624263
Mahon,39.89,4.27,59.0,77,1,2.24,ES,1602624331
Cervo,43.67,-7.41,53.46,1,90,10.36,ES,1602624331
Cascais,38.7,-9.42,60.46,77,20,16.11,PT,1602624332
Lasem,-6.69,111.45,78.1,79,98,6.58,ID,1602624332
Ust'-Kulom,61.69,53.69,47.88,92,100,6.73,RU,1602624332
Mayo,38.89,-76.51,66.07,82,40,5.82,US,1602624332
Muisne,0.6,-80.03,82.4,74,20,10.29,EC,1602624333
Escárcega,18.61,-90.75,90.16,54,84,3.13,MX,1602624333
Ust-Nera,64.57,143.2,33.39,91,100,6.4,RU,1602624333
Lüderitz,-26.65,15.16,69.75,41,0,20.09,NA,1602624333
Estelle,29.85,-90.11,84.36,51,40,6.93,US,1602624333
Westport,41.14,-73.36,57.34,93,90,11.41,US,1602624266
Yerbogachën,61.28,108.01,23.97,91,100,8.9,RU,1602624334
Svetlaya,46.54,138.33,44.31,60,52,13.13,RU,1602624334
Saint-Augustin,51.23,-58.65,44.96,66,0,12.86,CA,1602624334
Miastko,54.0,16.98,50.0,84,100,15.01,PL,1602624335
Culpeper,38.5,-77.97,69.73,46,1,6.93,US,1602624335
Kiryat Gat,31.61,34.76,73.81,64,40,3.36,IL,1602624184
Margate,51.38,1.39,51.24,78,100,7.0,GB,1602624264
Sheopur,25.67,76.7,79.18,53,100,5.75,IN,1602624335
Manokwari,-0.87,134.08,79.57,69,10,2.86,ID,1602624336
East London,-33.02,27.91,59.86,67,9,15.95,ZA,1602624336
Baft,29.23,56.61,50.05,30,0,4.68,IR,1602624336
Itupiranga,-5.13,-49.33,84.2,70,51,6.93,BR,1602624336
Mattru,7.62,-11.83,72.07,98,100,2.06,SL,1602624336
Porto-Novo,6.5,2.6,80.6,88,40,11.41,BJ,1602624337
Limbang,4.75,115.0,77.0,94,75,1.12,MY,1602624337
Lianzhou,24.78,112.38,69.01,88,100,3.62,CN,1602624337
Rome,43.21,-75.46,54.86,87,90,9.17,US,1602624125
Ixtapa,20.7,-105.2,88.9,70,75,11.41,MX,1602624105
Pangkalanbuun,-2.68,111.62,75.92,95,94,2.06,ID,1602624338
Gazli,40.13,63.45,52.0,40,0,8.7,UZ,1602624338
Boa Viagem,-5.13,-39.73,85.3,24,32,3.74,BR,1602624186
Norton Shores,43.17,-86.26,63.61,45,75,18.34,US,1602624338
Zhigansk,66.77,123.37,10.56,95,97,10.47,RU,1602624338
Lamesa,32.74,-101.95,88.27,12,75,10.54,US,1602624339
Greytown,-29.06,30.59,52.63,83,100,4.18,ZA,1602624339
Nortelândia,-14.45,-56.8,96.84,28,63,3.18,BR,1602624339
Saint Anthony,45.02,-93.22,60.87,31,20,16.11,US,1602624339
Quatre Cocos,-20.21,57.76,74.57,78,75,11.41,MU,1602624340
Atambua,-9.11,124.89,71.8,72,45,3.94,ID,1602624340
Lamu,-2.27,40.9,77.0,94,1,4.7,KE,1602624340
Abu Dhabi,24.47,54.37,86.0,66,0,4.7,AE,1602624340
Atar,20.52,-13.05,84.43,50,99,8.77,MR,1602624340
Tocopilla,-22.09,-70.2,64.99,51,22,7.61,CL,1602624341
Pesaro,43.9,12.89,53.67,69,35,8.01,IT,1602624341
Aswān,24.09,32.91,86.7,24,0,12.35,EG,1602624341
Longyearbyen,78.22,15.64,35.6,74,75,14.99,SJ,1602624262
Nemuro,43.32,145.57,54.5,75,77,4.52,JP,1602624342
Salinópolis,-0.61,-47.36,81.72,74,18,11.9,BR,1602624342
Alekseyevsk,57.84,108.35,24.33,87,96,4.52,RU,1602624342
Meulaboh,4.14,96.13,75.56,81,100,4.79,ID,1602624342
Uruaçu,-14.52,-49.14,83.59,51,80,4.47,BR,1602624342
Atherton,53.52,-2.49,51.62,78,64,1.01,GB,1602624343
Ulaanbaatar,47.91,106.88,19.4,79,100,2.24,MN,1602624093
Upington,-28.45,21.26,66.2,8,0,3.36,ZA,1602624343
Karachi,24.91,67.08,77.0,20,0,4.7,PK,1602624343
Morón,-34.65,-58.62,73.83,32,0,3.0,AR,1602624090
Morondava,-20.28,44.28,75.7,75,1,8.79,MG,1602624344
Chingirlau,51.09,54.08,49.64,41,0,6.2,KZ,1602624344
Taoudenni,22.68,-3.98,93.31,14,29,6.67,ML,1602624345
Inhambane,-23.86,35.38,68.99,82,2,5.66,MZ,1602624345
Payo,-3.75,103.64,72.88,93,92,1.95,ID,1602624345
Macheng,31.18,115.03,63.21,86,1,3.24,CN,1602624345
Romny,50.75,33.47,59.0,72,0,12.33,UA,1602624346
Stromness,58.97,-3.3,50.0,81,65,17.22,GB,1602624346
Libertad,8.94,125.5,74.89,89,61,2.35,PH,1602624346
Nelson Bay,-32.72,152.15,66.31,82,75,13.87,AU,1602624233
Mwandiga,-4.83,29.66,69.8,88,66,1.57,TZ,1602624347
Safaga,26.73,33.94,80.6,36,0,6.93,EG,1602624347
Kutum,14.2,24.67,79.48,17,1,7.4,SD,1602624347
Derbent,42.07,48.29,61.25,86,0,5.12,RU,1602624325
Ilulissat,69.22,-51.1,44.6,48,70,3.36,GL,1602624347
Yuci,37.68,112.73,46.4,81,20,13.42,CN,1602624348
Mitsamiouli,-11.38,43.28,79.12,79,34,0.69,KM,1602624348
Linxia Chengguanzhen,35.6,103.21,36.12,84,94,1.99,CN,1602624348
Tumen,42.97,129.84,34.77,74,0,11.7,CN,1602624349
Klyuchi,52.27,79.17,44.67,75,97,4.81,RU,1602624349
Plettenberg Bay,-34.05,23.37,53.28,77,14,3.6,ZA,1602624298
Harindānga,22.04,88.32,84.2,94,20,6.46,IN,1602624349
Mangan,27.52,88.53,70.43,39,0,4.27,IN,1602624349
Boissevain,49.23,-100.06,52.97,29,1,25.28,CA,1602624350
Buraidah,26.33,43.98,69.8,26,0,2.75,SA,1602624350
Barra do Garças,-15.89,-52.26,91.31,38,67,1.28,BR,1602624350
Hearst,49.68,-83.67,51.48,72,68,8.46,CA,1602624350
Guérande,47.33,-2.43,49.48,81,20,6.93,FR,1602624351
That Phanom,16.94,104.71,72.37,89,100,3.09,TH,1602624351
Kulhudhuffushi,6.62,73.07,81.91,79,5,23.76,MV,1602624351
Chengde,40.97,117.94,36.37,58,100,2.71,CN,1602624351
Ancud,-41.87,-73.82,52.14,50,75,11.41,CL,1602624352
Urubichá,-15.38,-62.95,95.79,29,80,5.03,BO,1602624352
Klaksvík,62.23,-6.59,44.6,93,53,2.17,FO,1602624352
Ukiah,39.15,-123.21,86.92,21,1,9.17,US,1602624353
Poso,-1.4,120.75,80.01,74,85,4.36,ID,1602624353
Paitan,6.66,124.87,74.17,90,99,0.78,PH,1602624353
Oussouye,12.48,-16.55,77.0,100,40,2.24,SN,1602624353
Saint-François,46.42,3.91,48.0,92,90,1.99,FR,1602624353
Laje,-10.18,-40.97,84.65,23,6,10.85,BR,1602624354
Ouésso,1.61,16.05,73.09,93,100,1.63,CG,1602624354
Basse-Pointe,14.87,-61.12,80.02,78,75,2.24,MQ,1602624354
Cazones de Herrera,20.72,-97.32,86.0,70,40,6.93,MX,1602624354
Madera,37.17,-119.83,84.96,23,0,1.01,US,1602624355
Saint Joseph,39.77,-94.85,77.29,19,1,6.26,US,1602624355
Mason City,43.15,-93.2,61.63,29,1,16.11,US,1602624139
Narsaq,60.92,-46.05,41.0,79,98,2.24,GL,1602624355
Shingū,33.73,135.98,60.85,65,0,6.15,JP,1602624356
Faya,18.39,42.45,60.8,82,0,1.83,SA,1602624356
Tiarei,-17.53,-149.33,84.2,66,20,19.46,PF,1602624356
Portland,45.52,-122.68,61.61,55,40,8.05,US,1602623771
Puerto Escondido,15.85,-97.07,87.8,62,40,6.93,MX,1602624356
Provideniya,64.38,-173.3,28.4,68,40,6.71,RU,1602624357
Torquay,50.46,-3.51,48.61,9,71,14.0,GB,1602624357
Canala,-21.53,165.95,78.8,74,90,6.93,NC,1602624357
Kupino,54.37,77.3,45.72,87,99,8.21,RU,1602624357
Nova Olinda do Norte,-3.89,-59.09,86.5,58,91,4.45,BR,1602624358
Turka,49.15,23.03,41.0,90,99,3.0,UA,1602624358
Altay,47.87,88.12,32.99,91,99,4.21,CN,1602624358
Fare,-16.7,-151.02,79.16,75,0,11.14,PF,1602624358
Calabozo,8.92,-67.43,80.62,83,92,2.91,VE,1602624358
Alta Floresta,-9.88,-56.09,83.59,57,60,2.84,BR,1602624359
Simbahan,6.3,120.58,83.25,72,91,5.84,PH,1602624359
Arroio Grande,-32.24,-53.09,61.56,80,20,5.12,BR,1602624359
Boende,-0.22,20.87,71.96,93,0,2.21,CD,1602624360
Lenine,45.3,35.78,67.1,84,46,10.04,UA,1602624360
Novobelokatay,55.71,58.95,44.6,62,56,8.52,RU,1602624360
Cochrane,51.18,-114.47,36.19,74,20,10.29,CA,1602624360
Kirya,-3.92,37.48,74.64,73,41,13.8,TZ,1602624361
Kiama,-34.68,150.87,60.75,88,64,1.99,AU,1602624361
Dauphin,51.15,-100.05,51.8,32,1,29.97,CA,1602624361
Antalaha,-14.9,50.28,70.63,88,3,5.75,MG,1602624362
Rokytne,51.28,27.21,60.62,78,94,15.57,UA,1602624362
Gachsaran,30.36,50.8,64.4,28,0,3.44,IR,1602624362
San Miguel de Tucumán,-26.82,-65.22,91.4,21,28,13.87,AR,1602624362
Vila Franca do Campo,37.72,-25.43,68.0,77,40,9.17,PT,1602624362
Ascension,30.22,-90.9,85.98,40,1,4.7,US,1602624363
Pokaran,26.92,71.92,84.6,14,22,6.78,IN,1602624363
Wairoa,-39.03,177.37,66.99,40,0,5.01,NZ,1602624363
Sakakah,29.97,40.21,77.0,14,8,5.82,SA,1602624363
Tubmanburg,6.87,-10.82,71.11,97,74,0.94,LR,1602624364
Harrismith,-28.27,29.13,50.68,82,43,8.34,ZA,1602624364
Mizdah,31.45,12.98,57.72,41,0,5.23,LY,1602624364
Riberalta,-10.98,-66.1,95.0,44,20,9.17,BO,1602624364
Fortuna,40.6,-124.16,72.3,60,1,13.87,US,1602624365
Yar-Sale,66.83,70.83,39.7,92,100,14.92,RU,1602624365
Kaspiysk,42.88,47.64,59.0,87,20,8.95,RU,1602624365
Bambanglipuro,-7.95,110.28,75.99,79,85,6.04,ID,1602624365
Abu Samrah,35.3,37.18,64.13,88,16,7.29,SY,1602624366
Santa Rosa,14.31,121.11,78.39,88,90,2.24,PH,1602624366
Cukai,4.25,103.42,75.11,94,100,3.65,MY,1602624366
Balaka,-14.98,34.96,70.25,80,100,4.14,MW,1602624366
Nsoko,-27.03,31.95,65.98,71,7,9.24,SZ,1602624366
Leer,8.3,30.14,73.78,92,99,2.59,SS,1602624367
Zaysan,47.47,84.87,43.5,62,97,3.51,KZ,1602624367
Kaiyuan,23.7,103.3,59.2,85,27,3.42,CN,1602624367
Lavrentiya,65.58,-171.0,30.52,91,10,3.74,RU,1602624368
Naryan-Mar,67.67,53.09,32.85,91,77,8.39,RU,1602624368
Auki,-8.77,160.7,79.99,75,100,4.65,SB,1602624368
Ca Mau,9.18,105.15,76.32,92,100,8.88,VN,1602624368
Gold Coast,-28.0,153.43,63.3,88,90,5.82,AU,1602624368
Zile,40.3,35.89,57.2,41,4,4.7,TR,1602624369
Namatanai,-3.67,152.43,77.76,87,100,5.84,PG,1602624369
Mount Gambier,-37.83,140.77,46.4,93,77,6.93,AU,1602624369
Azanka,58.04,64.79,43.0,86,21,7.87,RU,1602624370
Comodoro Rivadavia,-45.87,-67.5,68.0,15,16,34.45,AR,1602624370
Buala,-8.14,159.59,79.61,79,100,0.83,SB,1602624370
Ossora,59.24,163.07,41.34,91,100,8.52,RU,1602624370
Ekimchan,53.07,132.97,23.83,94,100,7.74,RU,1602624371
Cam Ranh,11.92,109.16,78.8,94,75,2.24,VN,1602624371
Abrau-Dyurso,44.69,37.59,57.2,87,100,4.47,RU,1602624371
Kumano,34.34,132.59,61.45,82,20,12.75,JP,1602624371
Arrondissement de Saint-Malo,48.5,-1.83,44.8,93,100,3.36,FR,1602624372
Denpasar,-8.65,115.22,80.6,88,20,12.75,ID,1602624372
Andenes,69.31,16.12,39.2,86,75,11.41,NO,1602624372
Cache Creek,50.81,-121.32,41.94,86,90,9.17,CA,1602624372
Moose Factory,51.26,-80.61,53.6,50,1,11.41,CA,1602624373
Udachny,66.42,112.4,14.0,92,24,4.47,RU,1602624373
Cabedelo,-6.98,-34.83,78.8,74,20,9.17,BR,1602624373
San Miguel de Cozumel,20.51,-86.95,87.8,70,40,10.29,MX,1602624154
Adré,13.47,22.2,81.14,26,8,5.12,TD,1602624373
Oodweyne,9.41,45.06,77.2,28,0,12.57,SO,1602624374
Winona,43.97,-91.77,61.88,36,1,12.75,US,1602624312
Plainview,40.78,-73.47,57.9,99,98,5.01,US,1602624374
Nha Trang,12.25,109.18,78.8,94,75,2.24,VN,1602624374
Ucluelet,48.93,-125.55,55.4,71,75,26.4,CA,1602624111
Labytnangi,66.66,66.42,40.82,91,100,13.78,RU,1602624375
Ambalavao,-21.83,46.93,67.21,85,60,3.58,MG,1602624375
Talcahuano,-36.72,-73.12,62.6,67,0,21.92,CL,1602624375
Vieux-Habitants,16.06,-61.77,78.8,88,17,2.24,GP,1602624375
Nizhniy Bestyakh,61.96,129.91,19.4,92,75,6.71,RU,1602624077
Aguada de Pasajeros,22.39,-80.85,82.31,82,84,10.94,CU,1602624376
Biskupiec,53.86,20.96,46.4,93,90,21.92,PL,1602624376
Mossamedes,-15.2,12.15,63.82,83,13,3.49,AO,1602624376
Huarmey,-10.07,-78.15,68.02,70,14,8.46,PE,1602624377
Noumea,-22.28,166.46,79.56,74,90,6.93,NC,1602624189
Mackenzie,55.3,-123.17,41.0,75,40,8.05,CA,1602624377
Zharkent,44.16,80.0,42.46,60,0,1.52,KZ,1602624377
Kanye,-24.97,25.33,65.59,39,0,6.2,BW,1602624378
Xining,36.62,101.77,33.33,91,99,3.0,CN,1602624378
Gaspar,-26.93,-48.96,70.99,77,20,13.87,BR,1602624378
Halifax,44.65,-63.57,52.38,93,90,11.41,CA,1602624231
Anloga,5.79,0.9,80.6,83,40,11.41,GH,1602624379
Gunjur,13.2,-16.73,77.0,100,40,11.41,GM,1602624379
Ambilobe,-13.2,49.05,75.06,68,54,6.26,MG,1602624379
Laiyang,36.98,120.71,59.0,76,100,13.8,CN,1602624379
Hirara,24.8,125.28,78.35,73,100,16.75,JP,1602624380
Riyadh,24.69,46.72,69.8,21,0,3.36,SA,1602624380
Boulder,40.08,-105.35,69.87,19,1,12.66,US,1602624128
Katsuura,35.13,140.3,68.0,72,75,12.75,JP,1602624381
Laurel,39.1,-76.85,67.01,68,75,5.82,US,1602624177
Najrān,17.49,44.13,69.8,30,0,3.56,SA,1602624381
Doka,13.52,35.77,75.69,65,1,6.85,SD,1602624381
Saint-Joseph,-21.37,55.62,71.29,73,75,4.7,RE,1602624382
Asunción,-25.3,-57.64,82.4,48,40,5.82,PY,1602624382
Palāsa,18.77,84.42,77.97,86,100,3.44,IN,1602624382
Nsunga,-1.14,31.39,68.0,82,20,4.7,TZ,1602624382
Verāval,20.9,70.37,82.29,57,100,8.81,IN,1602624382
Verkhoyansk,67.54,133.38,14.97,94,98,2.3,RU,1602624383
Owando,-0.48,15.9,71.85,95,43,1.3,CG,1602624383
Neuquén,-38.95,-68.06,86.0,13,0,9.17,AR,1602624383
Libreville,0.39,9.45,78.8,83,40,10.29,GA,1602624384
Bumba,2.18,22.47,73.15,89,74,1.05,CD,1602624384
Russell,32.35,-85.2,83.53,48,20,9.17,US,1602624385
Peniche,39.36,-9.38,61.63,76,20,5.99,PT,1602624385
Pontianak,-0.03,109.33,75.9,94,98,3.44,ID,1602624385
São Félix do Xingu,-6.64,-51.99,85.23,50,48,2.39,BR,1602624385
Troianul,44.0,25.0,50.0,93,66,7.27,RO,1602624386
Qaqortoq,60.72,-46.03,41.0,83,95,2.24,GL,1602624386
Gazojak,41.19,61.4,53.02,42,0,9.15,TM,1602624386
Matadi,-5.82,13.45,78.44,69,53,6.93,CD,1602624386
Bariloche,-41.15,-71.31,53.6,62,75,21.92,AR,1602624387
Arys,42.43,68.8,46.4,45,0,2.24,KZ,1602624387
Sibut,5.72,19.07,71.4,91,14,1.32,CF,1602624387
San Patricio,28.02,-97.52,89.91,46,20,6.93,US,1602624387
Vinhedo,-23.03,-46.98,89.6,19,0,8.05,BR,1602624388
Ust'-Ilimsk,58.0,102.66,24.21,95,29,2.01,RU,1602624388
Saldanha,-33.01,17.94,53.6,76,0,8.05,ZA,1602624388
Chennai,13.09,80.28,84.2,58,20,11.41,IN,1602624272
Santa Lucía,27.91,-15.54,75.13,83,3,14.99,ES,1602624389
La Providencia,28.72,-111.58,95.13,35,84,7.0,MX,1602624389
Maués,-3.38,-57.72,91.92,46,94,1.16,BR,1602624389
Snihurivka,47.08,32.81,61.68,88,0,6.17,UA,1602624389
Unaí,-16.36,-46.91,84.51,48,41,4.56,BR,1602624390
Skibbereen,51.55,-9.27,50.0,81,75,11.41,IE,1602624390
Koumac,-20.57,164.28,76.96,75,2,2.48,NC,1602624390
Meadow Lake,34.8,-106.54,80.28,8,1,3.36,US,1602624390
Walvis Bay,-22.96,14.51,56.14,87,0,3.36,NA,1602624391
North Platte,41.12,-100.77,71.24,21,1,11.7,US,1602624391
Erzin,36.96,36.2,77.0,69,98,1.63,TR,1602624391
Biak,-0.91,122.88,77.58,76,97,4.25,ID,1602624391
Amapá,1.0,-52.0,87.37,38,73,3.22,BR,1602624392
Bay Roberts,47.6,-53.26,46.69,62,0,4.32,CA,1602624392
Lufilufi,-13.87,-171.6,85.1,79,75,3.36,WS,1602624392
Xiongzhou,25.12,114.3,69.44,89,100,3.06,CN,1602624392
Antofagasta,-23.65,-70.4,62.6,67,20,13.87,CL,1602624240
Portmore,17.97,-76.87,81.91,79,40,10.29,JM,1602624393
Rūdsar,37.14,50.29,60.8,82,0,4.7,IR,1602624393
Gisborne,-38.65,178.0,66.99,40,2,5.01,NZ,1602624346
Dingle,11.0,122.67,75.2,94,100,5.77,PH,1602624394
Inírida,3.87,-67.92,86.9,63,63,2.1,CO,1602624394
Adrar,20.5,-10.07,92.97,26,94,15.08,MR,1602624394
Vila do Maio,15.13,-23.22,77.0,78,40,8.05,CV,1602624394
Tulagi,-9.1,160.15,77.0,78,75,5.82,SB,1602624395
Chiredzi,-21.05,31.67,70.18,77,0,5.21,ZW,1602624395
Vostok,46.49,135.88,28.13,100,100,6.82,RU,1602624395
Olinda,-8.01,-34.86,80.6,69,40,12.75,BR,1602624395
Thinadhoo,0.53,72.93,82.2,75,58,12.44,MV,1602624396
Chililabombwe,-12.36,27.82,65.37,86,16,5.84,ZM,1602624396
Abonnema,4.71,6.79,77.0,94,20,5.61,NG,1602624396
Praia da Vitória,38.73,-27.07,68.0,88,40,18.01,PT,1602624160
Pitimbu,-7.47,-34.81,78.8,74,20,9.17,BR,1602624397
Pisco,-13.7,-76.22,66.7,68,7,18.34,PE,1602624397
Dargaville,-35.93,173.88,58.91,72,100,5.44,NZ,1602624397
Puerto Madero,14.72,-92.42,87.8,70,40,10.29,MX,1602624397
Gushikawa,26.35,127.87,71.82,88,1,6.93,JP,1602624397
Gemeente Rheden,52.02,6.05,46.94,87,95,6.93,NL,1602624398
Ranfurly,-45.13,170.1,44.01,57,3,4.0,NZ,1602624398
Wani,20.07,78.95,76.6,90,98,11.7,IN,1602624398
Grand Gaube,-20.01,57.66,73.99,79,1,5.01,MU,1602624398
Rybinsk,58.04,38.84,52.65,92,82,9.53,RU,1602624399
Korla,41.76,86.15,46.74,48,0,4.61,CN,1602624399
Kalikino,52.95,39.83,51.8,81,100,6.71,RU,1602624399
Maun,-19.98,23.42,78.8,36,0,10.29,BW,1602624399
Dzaoudzi,-12.79,45.27,78.8,83,90,8.05,YT,1602624400
Flin Flon,54.77,-101.86,37.4,55,90,18.34,CA,1602624400
Yanam,16.73,82.22,77.14,94,100,4.18,IN,1602624400
Câmara de Lobos,32.63,-16.97,68.88,73,20,17.22,PT,1602624400
Burla,21.5,83.87,76.44,90,100,5.64,IN,1602624400
Kabare,-2.47,28.82,62.56,81,96,0.11,CD,1602624401
Poum,-20.23,164.02,75.49,82,0,6.46,NC,1602624401
Kuusamo,65.97,29.18,33.8,88,90,5.82,FI,1602624401
Nāwa,27.02,75.0,73.63,33,0,4.07,IN,1602624401
Makhu,31.1,75.0,71.37,25,0,1.99,IN,1602624401
Ippy,6.27,21.22,67.75,96,2,0.85,CF,1602624402
Pecos,31.42,-103.49,91.4,9,1,1.59,US,1602624402
Larap,14.3,122.65,78.98,88,100,9.69,PH,1602624402
Port Blair,11.67,92.75,79.38,86,100,14.79,IN,1602624402
Mabaruma,8.2,-59.78,81.5,78,18,6.38,GY,1602624403
Las Vegas,36.17,-115.14,88.99,10,1,3.36,US,1602624265
Krasnosel'kup,65.7,82.47,36.14,98,100,20.13,RU,1602624403
Dawlatabad,36.41,64.91,45.68,54,0,1.32,AF,1602624404
Sept-Îles,50.2,-66.38,42.08,80,75,11.41,CA,1602624404
Almeirim,-1.52,-52.58,90.19,46,99,4.54,BR,1602624404
Sistranda,63.73,8.83,44.6,87,75,10.29,NO,1602624128
Saint-Pierre,-21.34,55.48,68.83,73,75,4.7,RE,1602624405
Solone,48.21,34.87,60.4,67,16,11.18,UA,1602624405
Hobyo,5.35,48.53,79.83,84,2,16.78,SO,1602624405
Orbetello,42.44,11.22,50.45,100,0,5.82,IT,1602624405
Ārya,33.6,73.07,67.24,55,0,9.17,PK,1602624406
Cordele,31.96,-83.78,85.32,51,40,3.36,US,1602624406
Monterey,36.25,-121.25,85.57,34,1,9.17,US,1602624406
Thibodaux,29.8,-90.82,86.4,63,50,4.0,US,1602624407
Nueva Loja,0.08,-76.88,84.2,70,30,6.93,EC,1602624407
Uíge,-7.61,15.06,69.03,84,60,1.14,AO,1602624407
Hays,30.05,-98.03,87.19,36,89,3.0,US,1602624407
Waingapu,-9.66,120.26,78.44,81,50,7.16,ID,1602624408
Barabai,-2.58,115.38,75.24,88,100,1.86,ID,1602624408
Aberdeen,57.14,-2.1,48.49,93,75,8.05,GB,1602624378
Villa Carlos Paz,-31.42,-64.5,81.86,19,100,16.11,AR,1602624408
Xingyi,24.19,102.82,51.28,97,5,3.78,CN,1602624409
Richards Bay,-28.78,32.04,68.59,65,58,13.94,ZA,1602624409
Bonthe,7.53,-12.51,76.33,88,100,5.95,SL,1602624409
Whyalla,-33.03,137.58,57.2,93,3,4.7,AU,1602624409
Paso de los Toros,-32.82,-56.52,71.6,46,20,4.18,UY,1602624410
Dicabisagan,17.08,122.42,77.0,85,65,4.85,PH,1602624189
Mahibadhoo,3.78,72.97,82.33,79,37,20.69,MV,1602624410
Bogorodskoye,56.55,37.88,50.68,93,80,6.02,RU,1602624411
Ayan,56.45,138.17,28.49,85,39,19.71,RU,1602624411
Mezen',65.85,44.24,35.17,87,20,5.88,RU,1602624411
